date;match_id;team1;team2;map1;map1_score;map2;map2_score;map3;map3_score
24th of october 2014;8992959;ldlc;virtuspro;inferno;16:14;;;;
25th of october 2014;8992960;dignitas;ibuypower;dust2;3:16;;;;
25th of october 2014;8992961;virtuspro;cloud9;cache;11:16;;;;
24th of october 2014;8992962;ibuypower;fnatic;dust2;12:16;;;;
23rd of october 2014;8992963;netcodeguidescom;tmp;mirage;26:24;inferno;16:3;;
23rd of october 2014;8992964;area-51;savage;dust2;16:12;nuke;11:16;season;6:16
23rd of october 2014;8992965;elevate;skdc;mirage;14:16;dust2;17:21;;
23rd of october 2014;8992966;denial;tst;dust2;16:14;cache;16:10;;
23rd of october 2014;8992967;overgaming;pachulis;dust2;3:16;inferno;16:14;mirage;22:25
24th of october 2014;8992968;netcodeguidescom;savage;mirage;16:10;nuke;16:13;;
24th of october 2014;8992969;denial;skdc;cache;16:13;inferno;16:1;;
25th of october 2014;8992970;netcodeguidescom;denial;season;13:16;mirage;12:16;;
25th of october 2014;8992971;ldlc;ibuypower;inferno;27:31;dust2;12:16;;
25th of october 2014;8992972;fnatic;virtuspro;inferno;16:8;mirage;16:7;;
26th of october 2014;8992973;ibuypower;fnatic;dust2;16:8;mirage;8:16;inferno;10:16
27th of october 2014;8992974;mousesports;natus-vincere;nuke;14:16;mirage;16:8;dust2;13:16
28th of october 2014;8992975;finland;belarus;mirage;14:16;dust2;16:7;cache;16:5
28th of october 2014;8992976;dignitas;natus-vincere;inferno;19:17;dust2;16:2;;
28th of october 2014;8992977;dat;es4x;mirage;16:3;inferno;16:7;;
29th of october 2014;8992978;titan;igamerz;dust2;16:8;;;;
29th of october 2014;8992979;ldlc;platinium;inferno;16:13;;;;
30th of october 2014;8992980;natus-vincere;k1ck;inferno;16:5;;;;
30th of october 2014;8992981;virtual-impact;ldlc;inferno;0:16;;;;
30th of october 2014;8992982;cloud9;planetkey;inferno;16:10;;;;
30th of october 2014;8992983;fnatic;london-conspiracy;inferno;16:5;;;;
30th of october 2014;8992984;pow;energy;inferno;16:5;;;;
30th of october 2014;8992985;virtuspro;alientech;cache;16:10;;;;
30th of october 2014;8992986;fnatic;energy;mirage;16:1;;;;
30th of october 2014;8992987;natus-vincere;pow;inferno;16:7;;;;
30th of october 2014;8992988;k1ck;london-conspiracy;inferno;16:8;;;;
30th of october 2014;8992989;virtuspro;virtual-impact;mirage;16:0;;;;
30th of october 2014;8992990;planetkey;ldlc;overpass;9:16;;;;
30th of october 2014;8992991;cloud9;alientech;dust2;16:5;;;;
30th of october 2014;8992992;natus-vincere;london-conspiracy;dust2;16:14;;;;
30th of october 2014;8992993;k1ck;energy;cache;16:8;;;;
30th of october 2014;8992994;fnatic;pow;mirage;16:5;;;;
30th of october 2014;8992995;virtuspro;cloud9;cache;11:16;;;;
30th of october 2014;8992996;alientech;ldlc;inferno;3:16;;;;
30th of october 2014;8992997;planetkey;virtual-impact;mirage;16:6;;;;
30th of october 2014;8992998;fnatic;k1ck;inferno;16:9;;;;
30th of october 2014;8992999;natus-vincere;energy;nuke;16:10;;;;
30th of october 2014;8993000;london-conspiracy;pow;mirage;16:5;;;;
30th of october 2014;8993001;virtuspro;ldlc;overpass;16:13;;;;
30th of october 2014;8993002;cloud9;virtual-impact;dust2;16:6;;;;
30th of october 2014;8993003;planetkey;alientech;nuke;16:3;;;;
30th of october 2014;8993004;fnatic;natus-vincere;mirage;5:16;;;;
30th of october 2014;8993005;k1ck;pow;dust2;16:12;;;;
30th of october 2014;8993006;london-conspiracy;energy;cache;16:7;;;;
30th of october 2014;8993007;cloud9;ldlc;inferno;7:16;;;;
30th of october 2014;8993008;virtuspro;planetkey;nuke;16:5;;;;
30th of october 2014;8993009;virtual-impact;alientech;dust2;6:16;;;;
31st of october 2014;8993010;kabumtd;titan;dust2;9:16;;;;
31st of october 2014;8993011;hellraisers;platinium;dust2;16:12;;;;
31st of october 2014;8993012;dignitas;3dmax;dust2;16:2;;;;
31st of october 2014;8993013;nip;cph-wolves;dust2;16:9;;;;
31st of october 2014;8993014;ibuypower;cipangugo;inferno;16:1;;;;
31st of october 2014;8993015;mousesports;gplay;mirage;16:14;;;;
28th of october 2014;8993016;fnatic;nip;dust2;16:4;cobblestone;5:16;inferno;16:13
31st of october 2014;8993017;platinium;titan;mirage;8:16;;;;
31st of october 2014;8993018;hellraisers;cph-wolves;dust2;7:16;;;;
31st of october 2014;8993019;nip;kabumtd;cache;16:7;;;;
31st of october 2014;8993020;ibuypower;mousesports;cache;16:8;;;;
31st of october 2014;8993021;dignitas;gplay;inferno;16:5;;;;
31st of october 2014;8993022;3dmax;cipangugo;cache;16:2;;;;
31st of october 2014;8993023;hellraisers;titan;mirage;16:6;;;;
31st of october 2014;8993024;nip;platinium;cobblestone;10:16;;;;
31st of october 2014;8993025;cph-wolves;kabumtd;inferno;16:9;;;;
31st of october 2014;8993026;ibuypower;gplay;inferno;16:7;;;;
31st of october 2014;8993027;3dmax;mousesports;dust2;9:16;;;;
31st of october 2014;8993028;dignitas;cipangugo;nuke;16:9;;;;
31st of october 2014;8993029;cph-wolves;titan;dust2;5:16;;;;
31st of october 2014;8993030;nip;hellraisers;overpass;10:16;;;;
31st of october 2014;8993031;kabumtd;platinium;dust2;16:12;;;;
31st of october 2014;8993032;ibuypower;3dmax;nuke;16:11;;;;
31st of october 2014;8993033;dignitas;mousesports;dust2;16:5;;;;
31st of october 2014;8993034;gplay;cipangugo;nuke;16:2;;;;
31st of october 2014;8993035;nip;titan;dust2;1:16;;;;
31st of october 2014;8993036;hellraisers;kabumtd;mirage;16:5;;;;
31st of october 2014;8993037;cph-wolves;platinium;inferno;16:6;;;;
31st of october 2014;8993038;dignitas;ibuypower;inferno;16:14;;;;
31st of october 2014;8993039;3dmax;gplay;mirage;13:16;;;;
31st of october 2014;8993040;mousesports;cipangugo;cache;16:4;;;;
29th of october 2014;8993041;titan;ldlc;dust2;16:3;;;;
29th of october 2014;8993042;igamerz;platinium;mirage;9:16;;;;
29th of october 2014;8993043;ldlc;platinium;dust2;16:2;;;;
29th of october 2014;8993044;titan;ldlc;mirage;16:9;inferno;8:16;cobblestone;16:12
29th of october 2014;8993045;31337;haxcon;dust2;16:9;;;;
30th of october 2014;8993046;bad-monkey;myxmg-fe;inferno;16:7;;;;
30th of october 2014;8993047;ubinited;reason-fe;cache;16:4;;;;
30th of october 2014;8993048;bad-monkey;reason-fe;mirage;12:16;;;;
30th of october 2014;8993049;myxmg-fe;ubinited;mirage;16:14;;;;
30th of october 2014;8993050;bad-monkey;ubinited;inferno;16:14;;;;
30th of october 2014;8993051;reason-fe;myxmg-fe;nuke;16:14;;;;
30th of october 2014;8993052;alternate-fe;aces-ladies;nuke;9:16;;;;
30th of october 2014;8993053;3dmax-fe;karma;inferno;16:8;;;;
30th of october 2014;8993054;alternate-fe;karma;cache;15:15;;;;
30th of october 2014;8993055;aces-ladies;3dmax-fe;inferno;8:16;;;;
30th of october 2014;8993056;alternate-fe;3dmax-fe;overpass;3:16;;;;
30th of october 2014;8993057;karma;aces-ladies;mirage;16:14;;;;
31st of october 2014;8993058;reason-fe;karma;nuke;16:2;cobblestone;10:16;mirage;5:16
31st of october 2014;8993059;3dmax-fe;bad-monkey;cache;14:16;cobblestone;16:13;inferno;16:10
31st of october 2014;8993060;bad-monkey;reason-fe;nuke;16:9;cache;16:7;;
1st of november 2014;8993061;3dmax-fe;karma;cobblestone;16:7;nuke;16:11;;
1st of november 2014;8993062;ldlc;titan;inferno;16:7;nuke;16:10;;
1st of november 2014;8993063;natus-vincere;ibuypower;overpass;16:13;nuke;16:13;;
1st of november 2014;8993064;dignitas;virtuspro;overpass;9:16;inferno;16:14;mirage;12:16
1st of november 2014;8993065;hellraisers;fnatic;nuke;11:16;inferno;10:16;;
1st of november 2014;8993066;fnatic;virtuspro;overpass;16:7;inferno;16:12;;
1st of november 2014;8993067;ldlc;natus-vincere;inferno;16:10;overpass;16:14;;
2nd of november 2014;8993068;virtuspro;natus-vincere;mirage;16:12;nuke;11:16;inferno;16:3
2nd of november 2014;8993069;fnatic;ldlc;inferno;16:10;cache;16:11;;
3rd of november 2014;8993070;denmark;kazakhstan;nuke;16:11;dust2;16:9;;
3rd of november 2014;8993071;serbia;poland;mirage;4:16;cache;16:14;dust2;3:16
3rd of november 2014;8993072;slovakia;bosnia-&-herzegovina;mirage;16:7;dust2;16:13;;
4th of november 2014;8993073;russia;ukraine;overpass;16:6;cache;16:9;;
4th of november 2014;8993074;germany;france;cache;12:16;dust2;18:22;;
5th of november 2014;8993075;macedonia;netherlands;mirage;7:16;dust2;10:16;;
5th of november 2014;8993076;sweden;norway;mirage;20:22;cache;16:14;inferno;19:17
4th of november 2014;8993077;dignitas;ldlc;inferno;16:13;overpass;0:1;dust2;0:1
4th of november 2014;8993078;97club;nostalgie;cache;16:12;dust2;16:9;;
5th of november 2014;8993079;denmark;poland;dust2;16:14;cache;16:12;;
4th of november 2014;8993080;pure;tst;inferno;16:9;nuke;16:4;;
4th of november 2014;8993081;x6tence;pachulis;dust2;6:16;mirage;16:3;cobblestone;16:2
5th of november 2014;8993082;overgaming;gbots;default;1:0;default;1:0;;
6th of november 2014;8993083;overgaming;x6tence;inferno;10:16;cache;7:16;;
6th of november 2014;8993084;finland;slovakia;dust2;16:4;overpass;16:12;;
11th of november 2014;8993085;france;russia;nuke;16:10;cobblestone;16:12;;
7th of november 2014;8993086;sweden;netherlands;mirage;16:4;dust2;16:11;;
8th of november 2014;8993087;immunity;ination;mirage;16:8;;;;
8th of november 2014;8993088;qlimax-crew;prowess;mirage;16:7;;;;
8th of november 2014;8993089;immunity;prowess;mirage;16:1;;;;
8th of november 2014;8993090;fnatic;dignitas;inferno;16:6;mirage;16:13;;
8th of november 2014;8993091;qlimax-crew;ination;mirage;16:7;;;;
8th of november 2014;8993092;ldlc;virtuspro;overpass;9:16;dust2;16:5;inferno;16:0
8th of november 2014;8993093;immunity;qlimax-crew;mirage;16:4;;;;
8th of november 2014;8993094;ination;prowess;cache;16:10;;;;
8th of november 2014;8993095;vox-eminor;dsk;cache;16:0;;;;
8th of november 2014;8993096;athletico;streamline;cache;8:16;;;;
8th of november 2014;8993097;vox-eminor;athletico;cache;16:12;;;;
8th of november 2014;8993098;streamline;dsk;cache;16:7;;;;
8th of november 2014;8993099;vox-eminor;streamline;inferno;16:8;;;;
8th of november 2014;8993100;athletico;dsk;inferno;16:5;;;;
8th of november 2014;8993101;fnatic;virtuspro;overpass;16:3;cache;16:9;;
8th of november 2014;8993102;dat;moscow-five;nuke;16:6;mirage;16:5;overpass;16:11
10th of november 2014;8993103;ibuypower;denial;mirage;16:13;inferno;12:16;dust2;16:9
8th of november 2014;8993104;immunity;streamline;cache;16:6;mirage;1:0;;
9th of november 2014;8993105;vox-eminor;qlimax-crew;mirage;16:4;dust2;16:9;;
9th of november 2014;8993106;ldlc;fnatic;dust2;9:16;mirage;6:16;inferno;19:16
9th of november 2014;8993107;streamline;qlimax-crew;inferno;6:16;nuke;16:10;mirage;16:11
9th of november 2014;8993108;immunity;vox-eminor;cache;12:16;mirage;11:16;;
9th of november 2014;8993109;alsen;haxcon;mirage;16:9;;;;
9th of november 2014;8993110;haxcon;alsen;overpass;8:16;;;;
9th of november 2014;8993111;eplay;nomercy;mirage;16:10;;;;
10th of november 2014;8993112;mythic;adaptation;dust2;16:14;mirage;14:16;inferno;16:11
9th of november 2014;8993113;mousesports;flipsid3;overpass;16:14;cache;31:26;;
10th of november 2014;8993114;planetkey;mykpv;nuke;16:5;;;;
10th of november 2014;8993115;mtw;playing-ducks;overpass;14:16;;;;
11th of november 2014;8993116;mousesports;dotpixels;cache;21:17;;;;
11th of november 2014;8993117;penta;alternate-attax;cache;21:19;;;;
10th of november 2014;8993118;penta;london-conspiracy;inferno;12:16;dust2;16:8;;
11th of november 2014;8993119;nip;planetkey;dust2;16:5;;;;
11th of november 2014;8993120;cloud9;epsilon;inferno;10:16;;;;
13th of november 2014;8993121;virtuspro;london-conspiracy;overpass;14:16;;;;
13th of november 2014;8993122;mousesports;titan;cobblestone;16:11;;;;
10th of november 2014;8993123;planetkey;playing-ducks;dust2;16:8;;;;
10th of november 2014;8993124;mykpv;mtw;mirage;16:5;;;;
10th of november 2014;8993125;playing-ducks;mykpv;cache;5:16;;;;
11th of november 2014;8993126;nip;epsilon;dust2;16:3;cache;19:16;;
12th of november 2014;8993127;planetkey;cloud9;dust2;14:16;mirage;12:16;;
11th of november 2014;8993128;mousesports;penta;mirage;16:4;;;;
11th of november 2014;8993129;dotpixels;alternate-attax;cache;5:16;;;;
11th of november 2014;8993130;penta;alternate-attax;dust2;9:16;;;;
12th of november 2014;8993131;adaptation;xile;dust2;14:16;cache;8:16;;
12th of november 2014;8993132;epsilon;cloud9;inferno;14:16;dust2;9:16;;
12th of november 2014;8993133;fm-esports;animate;inferno;16:1;;;;
12th of november 2014;8993134;rasta;vexstar;dust2;16:6;;;;
12th of november 2014;8993135;demgunz;perilousrage;cache;16:11;;;;
12th of november 2014;8993136;ohyea;infused;mirage;12:16;;;;
12th of november 2014;8993137;esc;nesla;overpass;16:7;;;;
12th of november 2014;8993138;31337;black-ravens;cache;14:16;;;;
12th of november 2014;8993140;esc;black-ravens;cache;16:6;;;;
12th of november 2014;8993141;demgunz;infused;cache;26:24;;;;
12th of november 2014;8993142;31337;nesla;dust2;11:16;;;;
12th of november 2014;8993143;fm-esports;rasta;inferno;16:10;;;;
12th of november 2014;8993144;fm-esports;demgunz;inferno;16:14;cache;16:7;;
12th of november 2014;8993145;infused;rasta;cobblestone;9:16;;;;
14th of november 2014;8993146;london-conspiracy;mousesports;overpass;8:16;mirage;11:16;;
13th of november 2014;8993147;alientech;gbots;dust2;6:16;;;;
13th of november 2014;8993148;tba;x6tence;cache;3:16;;;;
13th of november 2014;8993149;ftwpro;overgaming;inferno;10:16;;;;
13th of november 2014;8993150;k1ck;windforce;cache;16:0;;;;
13th of november 2014;8993151;virtuspro;titan;cache;25:22;inferno;16:8;;
13th of november 2014;8993152;planetkey;daylight;inferno;16:13;;;;
13th of november 2014;8993153;penta;playing-ducks;cache;16:5;;;;
13th of november 2014;8993154;das-wars-fr-euch;walking-head;dust2;5:16;;;;
13th of november 2014;8993155;gbots;x6tence;mirage;7:16;;;;
13th of november 2014;8993156;overgaming;k1ck;inferno;23:26;;;;
13th of november 2014;8993157;mousesports;leisure;cache;16:2;;;;
13th of november 2014;8993158;planetkey;penta;nuke;12:16;;;;
13th of november 2014;8993159;mousesports;walking-head;dust2;16:14;;;;
14th of november 2014;8993160;penta;mousesports;cache;7:16;mirage;13:16;;
16th of november 2014;8993161;planetkey;walking-head;dust2;21:19;overpass;21:19;;
16th of november 2014;8993162;x6tence;k1ck;inferno;8:16;cache;16:6;cobblestone;19:21
16th of november 2014;8993163;nip;virtuspro;inferno;9:16;mirage;8:16;;
16th of november 2014;8993164;cloud9;mousesports;dust2;16:14;mirage;16:10;;
14th of november 2014;8993165;virtuspro;london-conspiracy;cache;16:10;overpass;16:5;;
15th of november 2014;8993166;mousesports;k1ck;cache;16:1;dust2;16:7;;
15th of november 2014;8993167;cph-wolves;dat;inferno;16:14;nuke;16:6;;
15th of november 2014;8993168;hltvorg-staff;sltv-staff;cache;16:11;;;;
15th of november 2014;8993169;virtuspro-staff;russian-esf-staff;mirage;16:1;;;;
15th of november 2014;8993170;vakarmnet-staff;game-show-staff;dust2;16:10;;;;
15th of november 2014;8993171;hltvorg-staff;virtuspro-staff;dust2;16:5;;;;
15th of november 2014;8993172;lc-staff;russian-esf-staff;cache;16:1;;;;
15th of november 2014;8993173;hitboxtv-staff;game-show-staff;mirage;3:16;;;;
15th of november 2014;8993174;vakarmnet-staff;na`vi-staff;mirage;7:16;;;;
15th of november 2014;8993175;sltv-staff;russian-esf-staff;inferno;16:0;;;;
15th of november 2014;8993176;virtuspro-staff;lc-staff;inferno;2:16;;;;
15th of november 2014;8993177;na`vi-staff;fragliderpt-staff;inferno;16:13;;;;
15th of november 2014;8993178;vakarmnet-staff;hitboxtv-staff;overpass;16:1;;;;
15th of november 2014;8993179;hltvorg-staff;russian-esf-staff;dust2;16:0;;;;
15th of november 2014;8993180;virtuspro-staff;sltv-staff;nuke;7:16;;;;
15th of november 2014;8993181;game-show-staff;fragliderpt-staff;dust2;8:16;;;;
15th of november 2014;8993182;na`vi-staff;hitboxtv-staff;mirage;16:3;;;;
15th of november 2014;8993183;hltvorg-staff;lc-staff;cache;16:12;;;;
15th of november 2014;8993184;na`vi-staff;game-show-staff;mirage;16:12;;;;
15th of november 2014;8993185;vakarmnet-staff;fragliderpt-staff;inferno;16:11;;;;
15th of november 2014;8993186;lc-staff;sltv-staff;mirage;13:16;;;;
15th of november 2014;8993187;hitboxtv-staff;fragliderpt-staff;mirage;3:16;;;;
15th of november 2014;8993188;mousesports;cph-wolves;cache;16:4;inferno;16:5;;
16th of november 2014;8993189;fragbitese-staff;99damagede-staff;cache;16:1;;;;
16th of november 2014;8993190;nip-staff;fnatic-staff;dust2;16:8;;;;
16th of november 2014;8993191;fragbitese-staff;trasgonet-staff;mirage;5:16;;;;
16th of november 2014;8993192;skillzlv-staff;goodgameru-staff;cache;8:16;;;;
16th of november 2014;8993193;nip-staff;gameinsideua;mirage;19:17;;;;
16th of november 2014;8993194;fragbitese-staff;goodgameru-staff;cache;8:16;;;;
16th of november 2014;8993195;trasgonet-staff;skillzlv-staff;inferno;6:16;;;;
16th of november 2014;8993196;e-fragnet-staff;1gameua-staff;cache;14:16;;;;
16th of november 2014;8993197;fnatic-staff;gameinsideua;dust2;16:3;;;;
16th of november 2014;8993198;99damagede-staff;skillzlv-staff;dust2;16:13;;;;
16th of november 2014;8993199;trasgonet-staff;goodgameru-staff;cache;14:16;;;;
16th of november 2014;8993200;fnatic-staff;1gameua-staff;dust2;8:16;;;;
16th of november 2014;8993201;e-fragnet-staff;gameinsideua;cache;16:6;;;;
16th of november 2014;8993202;fragbitese-staff;skillzlv-staff;inferno;9:16;;;;
16th of november 2014;8993203;99damagede-staff;goodgameru-staff;nuke;5:16;;;;
16th of november 2014;8993204;nip-staff;1gameua-staff;mirage;16:12;;;;
16th of november 2014;8993205;fnatic-staff;e-fragnet-staff;inferno;9:16;;;;
16th of november 2014;8993206;99damagede-staff;trasgonet-staff;inferno;5:16;;;;
16th of november 2014;8993207;nip-staff;e-fragnet-staff;mirage;17:19;;;;
16th of november 2014;8993208;1gameua-staff;gameinsideua;dust2;16:1;;;;
16th of november 2014;8993209;virtuspro;cloud9;overpass;16:12;cache;16:8;;
16th of november 2014;8993210;alsen;31337;inferno;3:16;;;;
16th of november 2014;8993213;gbots;overgaming;inferno;16:9;cache;10:16;cobblestone;7:16
16th of november 2014;8993214;orbit;myxmg;mirage;16:9;cobblestone;3:16;inferno;12:16
18th of november 2014;8993215;3dmax;platinium;overpass;16:11;inferno;9:16;dust2;16:12
17th of november 2014;8993216;virtuspro;mousesports;mirage;14:16;cache;13:16;;
19th of november 2014;8993220;x6tence;ases;inferno;16:3;cache;16:7;;
19th of november 2014;8993221;tempo;heat;cache;16:5;overpass;16:6;;
19th of november 2014;8993222;rhythm;enigma;dust2;16:4;inferno;16:3;;
19th of november 2014;8993223;torqued;winoutnet;cache;16:5;mirage;16:9;;
20th of november 2014;8993224;tst;adaptation;dust2;16:7;mirage;16:11;;
27th of november 2014;8993225;fnatic;bravado;mirage;16:2;;;;
27th of november 2014;8993226;cloud9;hellraisers;inferno;5:16;;;;
27th of november 2014;8993229;ldlc;esc;cobblestone;16:4;;;;
27th of november 2014;8993230;nip;planetkey;overpass;16:2;;;;
27th of november 2014;8993231;virtuspro;myxmg;inferno;16:2;;;;
20th of november 2014;8993233;cph-wolves;tempno;dust2;16:4;;;;
20th of november 2014;8993234;no-problem;rostbratwurst;cache;16:3;;;;
20th of november 2014;8993235;orbit;eyes-on-u;inferno;16:1;;;;
20th of november 2014;8993236;x6tence;exes;mirage;12:16;;;;
20th of november 2014;8993237;hello;orks;cache;12:16;;;;
20th of november 2014;8993238;mykpv;trebina;cache;16:13;;;;
20th of november 2014;8993239;gplay;overgaming;mirage;16:12;;;;
20th of november 2014;8993240;ziomki;aces;dust2;16:7;;;;
20th of november 2014;8993241;cph-wolves;no-problem;inferno;16:12;;;;
20th of november 2014;8993242;orbit;exes;mirage;16:5;;;;
20th of november 2014;8993243;mykpv;orks;mirage;16:14;;;;
20th of november 2014;8993244;gplay;ziomki;mirage;16:12;;;;
20th of november 2014;8993245;cph-wolves;orbit;dust2;16:11;inferno;16:7;;
